City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Cabedelo,BR,-6.98,-34.83,77.0,83,40,8.05,scattered clouds
365,Ndele,CF,8.41,20.65,72.3,88,91,1.12,light rain
366,Hami,CN,42.8,93.45,45.03,53,95,7.58,overcast clouds
367,Khorixas,NA,-20.37,14.97,51.84,57,0,0.83,clear sky
368,La Asuncion,VE,11.03,-63.86,87.8,62,30,9.17,scattered clouds
369,Opuwo,NA,-18.06,13.84,62.8,29,0,6.51,clear sky
370,Jamsa,FI,61.86,25.19,41.0,100,75,4.7,broken clouds
371,San Carlos De Bariloche,AR,-41.15,-71.31,64.4,16,34,17.22,scattered clouds
372,Yorkton,CA,51.22,-102.47,51.8,34,75,19.46,broken clouds
373,Talnakh,RU,69.49,88.4,28.4,92,40,13.42,light snow
374,Bathsheba,BB,13.22,-59.52,82.4,78,40,11.41,scattered clouds
375,Basco,PH,20.45,121.97,81.64,81,48,17.13,scattered clouds
376,Fortuna,US,40.6,-124.16,73.99,64,1,16.11,clear sky
377,Abnub,EG,27.27,31.15,78.8,47,58,8.05,broken clouds
378,Tambun,ID,-6.26,107.07,79.0,83,20,3.49,haze
379,Qui Nhon,VN,13.77,109.23,77.81,85,97,4.32,overcast clouds
380,Pervomayskiy,RU,53.25,40.29,52.63,92,57,4.72,broken clouds
381,Lazaro Cardenas,MX,17.96,-102.2,84.27,69,52,3.85,broken clouds
382,Sayyan,YE,15.17,44.32,55.45,41,0,6.96,clear sky
383,Obukhiv,UA,50.11,30.62,57.0,93,89,2.24,overcast clouds
384,Oussouye,SN,12.48,-16.55,78.8,94,20,2.24,thunderstorm
385,Moindou,NC,-21.69,165.68,75.2,88,94,2.24,overcast clouds
386,Kaeo,NZ,-35.1,173.78,64.0,95,100,14.0,moderate rain
387,Lyuban,BY,52.8,28.0,55.74,84,100,11.97,overcast clouds
388,Hovd,MN,48.01,91.64,32.61,83,49,5.86,scattered clouds
389,Altagracia De Orituco,VE,9.86,-66.38,73.4,91,99,2.15,overcast clouds
390,Abu Samrah,SY,35.3,37.18,62.67,41,6,3.0,clear sky
391,Zhongshu,CN,24.52,103.77,54.99,87,88,2.19,overcast clouds
392,Dhidhdhoo,MV,6.88,73.1,83.17,75,99,23.31,overcast clouds
393,Kattivakkam,IN,13.22,80.32,78.8,94,75,5.82,light rain
394,Klaksvik,FO,62.23,-6.59,41.0,80,84,4.7,broken clouds
395,Kouroussa,GN,10.65,-9.88,71.56,95,89,5.28,light rain
396,Moree,AU,-29.47,149.85,68.0,64,27,10.29,scattered clouds
397,Saint-Augustin,CA,51.23,-58.65,37.42,78,25,7.99,scattered clouds
398,Nome,US,64.5,-165.41,37.4,34,51,18.34,broken clouds
399,Vestmannaeyjar,IS,63.44,-20.27,44.47,77,0,5.41,clear sky
400,Cumana,VE,10.46,-64.18,87.8,62,83,9.17,broken clouds
401,Tanout,NE,14.97,8.89,88.12,13,0,6.53,clear sky
402,Bay Roberts,CA,47.6,-53.26,43.0,45,57,7.27,broken clouds
403,Gorele,TR,41.03,39.0,68.0,94,0,3.33,clear sky
404,Poole,GB,50.72,-2.0,51.8,93,75,11.41,light intensity drizzle
405,Kununurra,AU,-15.77,128.73,71.6,46,25,2.24,scattered clouds
406,Saint Anthony,US,45.02,-93.22,64.4,27,1,12.75,clear sky
407,Verkhniy Tagil,RU,57.37,59.96,41.63,72,100,6.11,overcast clouds
408,Obama,JP,35.5,135.75,70.0,74,72,3.0,broken clouds
409,Batsfjord,NO,70.63,29.72,33.8,100,75,9.17,broken clouds
410,Cayenne,GF,4.93,-52.33,82.4,78,6,12.06,light rain
411,Tokmak,UA,47.25,35.71,59.5,81,90,6.06,overcast clouds
412,Buchanan,LR,5.88,-10.05,76.39,89,100,6.93,overcast clouds
413,Winnemucca,US,40.97,-117.74,77.0,11,1,18.34,clear sky
414,Xuddur,SO,4.12,43.89,73.42,86,76,14.09,broken clouds
415,Maine-Soroa,NE,13.21,12.02,90.23,17,2,6.24,clear sky
416,Fernandopolis,BR,-20.28,-50.25,82.62,31,26,7.0,scattered clouds
417,Brooks,CA,50.58,-111.89,46.0,57,92,8.99,overcast clouds
418,Azanka,RU,58.04,64.79,41.72,91,100,4.76,overcast clouds
419,Colares,PT,38.8,-9.45,63.0,62,0,15.52,clear sky
420,Russell,US,32.35,-85.2,82.4,61,20,3.36,few clouds
421,College,US,64.86,-147.8,33.8,40,75,9.17,broken clouds
422,Cochrane,CA,51.18,-114.47,37.4,61,90,5.82,overcast clouds
423,Garissa,KE,-0.45,39.64,77.31,72,0,13.94,clear sky
424,Aras,ES,42.56,-2.36,57.0,76,90,3.96,overcast clouds
425,Valle De Allende,MX,26.93,-105.4,81.14,17,45,13.67,scattered clouds
426,Kargasok,RU,59.06,80.86,39.45,97,99,6.13,light rain
427,Cabo San Lucas,MX,22.89,-109.91,84.0,69,90,4.7,overcast clouds
428,Makat,KZ,47.65,53.35,52.63,36,31,9.46,scattered clouds
429,Saldanha,ZA,-33.01,17.94,55.4,82,73,3.36,broken clouds
430,Valera,VE,9.32,-70.6,75.9,75,95,2.77,overcast clouds
431,Puerto Suarez,BO,-18.95,-57.8,96.8,59,81,6.93,smoke
432,Pontianak,ID,-0.03,109.33,74.26,93,94,3.71,overcast clouds
433,Nador,MA,35.17,-2.93,66.2,68,20,3.33,few clouds
434,Andijon,UZ,40.78,72.34,48.2,81,75,6.71,mist
435,Akcakoca,TR,41.09,31.12,67.01,60,26,3.53,scattered clouds
436,Sabang,ID,5.89,95.32,82.53,74,100,15.88,light rain
437,Lasa,IT,46.62,10.7,44.01,74,5,4.7,clear sky
438,Coquimbo,CL,-29.95,-71.34,55.4,82,20,10.29,few clouds
439,Bantry,IE,51.68,-9.45,46.4,87,75,10.29,broken clouds
440,Rio Gallegos,AR,-51.62,-69.22,64.4,34,75,19.46,broken clouds
441,Gat,IL,31.61,34.76,73.0,69,4,3.04,clear sky
442,Matay,EG,28.42,30.78,70.97,67,78,12.08,broken clouds
443,Dongsheng,CN,39.82,109.98,37.92,61,18,6.22,few clouds
444,Vila Franca Do Campo,PT,37.72,-25.43,66.2,63,40,8.05,scattered clouds
445,Manaure,CO,11.78,-72.44,86.49,67,56,10.69,broken clouds
446,Komsomolskiy,UZ,40.43,71.72,48.2,81,0,4.7,clear sky
447,Suhbaatar,MN,50.23,106.21,21.54,79,0,2.19,clear sky
448,Sidhauli,IN,27.28,80.83,77.0,88,0,4.76,mist
449,Rawlins,US,41.79,-107.24,59.0,22,1,35.57,clear sky
450,Batticaloa,LK,7.71,81.69,78.17,69,67,6.73,broken clouds
451,Rondonopolis,BR,-16.47,-54.64,78.91,70,35,2.24,moderate rain
452,Tual,ID,-5.67,132.75,81.9,79,95,17.25,light rain
453,La Serena,CL,-29.91,-71.25,55.4,82,20,10.29,few clouds
454,Mattru,SL,7.62,-11.83,74.08,96,100,2.64,moderate rain
455,Tucurui,BR,-3.77,-49.67,80.55,69,73,0.38,broken clouds
456,Brodokalmak,RU,55.57,62.08,37.4,59,100,2.24,overcast clouds
457,Ladario,BR,-19.0,-57.6,96.8,39,81,5.82,smoke
458,Buriti Bravo,BR,-5.84,-43.83,78.91,62,58,1.52,broken clouds
459,Burnie,AU,-41.07,145.92,55.99,45,2,11.01,clear sky
460,Nicoya,CR,10.15,-85.45,86.0,70,75,6.93,broken clouds
461,Svetlogorsk,BY,52.63,29.73,52.47,93,92,6.67,overcast clouds
462,Pombas,CV,17.15,-25.02,74.82,78,6,9.35,clear sky
463,Nishihara,JP,26.18,127.76,77.0,83,20,10.98,few clouds
464,Salinopolis,BR,-0.61,-47.36,80.15,81,25,13.13,scattered clouds
465,Arlit,NE,18.74,7.39,90.36,13,0,8.21,clear sky
466,Chapada Dos Guimaraes,BR,-15.46,-55.75,91.4,41,9,2.24,clear sky
467,Itarema,BR,-2.92,-39.92,78.3,77,0,15.7,clear sky
468,Botngard,NO,63.77,9.81,46.0,81,75,1.12,broken clouds
469,Gabu,GW,12.28,-14.22,74.37,94,100,5.61,overcast clouds
470,Port Blair,IN,11.67,92.75,80.47,83,100,14.14,moderate rain
471,Boves,IT,44.33,7.55,43.0,86,0,4.7,clear sky
472,Tlacote El Bajo,MX,20.65,-100.5,78.8,27,75,11.41,broken clouds
473,Baykit,RU,61.67,96.37,22.32,87,74,2.39,broken clouds
474,Rabaul,PG,-4.2,152.17,83.75,68,2,1.72,light rain
475,Olga,RU,43.74,135.29,42.98,69,0,4.83,clear sky
476,Lerwick,GB,60.15,-1.15,48.2,81,93,17.22,overcast clouds
477,Wau,SS,7.7,28.0,72.79,88,29,3.91,light rain
478,Naron,ES,43.52,-8.15,62.01,100,75,4.7,fog
479,Masuda,JP,34.67,131.85,64.4,72,75,6.93,broken clouds
480,Geraldton,AU,-28.77,114.6,60.8,93,90,4.7,overcast clouds
481,Haines Junction,CA,60.75,-137.51,41.11,67,100,2.91,overcast clouds
482,Yerbogachen,RU,61.28,108.01,24.31,87,100,9.1,overcast clouds
483,Goure,NE,13.98,10.27,87.01,20,0,5.01,clear sky
484,Cananeia,BR,-25.01,-47.93,66.7,86,0,6.31,clear sky
485,Amapa,BR,1.0,-52.0,79.88,50,98,4.25,overcast clouds
486,Leh,IN,34.17,77.58,36.23,65,0,3.67,clear sky
487,Setermoen,NO,68.86,18.35,39.99,86,96,5.82,overcast clouds
488,Margate,GB,51.38,1.39,51.01,96,100,1.01,light rain
489,Carutapera,BR,-1.2,-46.02,77.32,84,0,7.07,clear sky
490,Hualmay,PE,-11.1,-77.61,64.47,78,23,8.19,few clouds
491,Timbo,BR,-26.82,-49.27,70.0,77,0,10.29,clear sky
492,Darnah,LY,32.77,22.64,79.38,39,0,25.84,clear sky
493,Basi,IN,26.83,76.03,77.0,33,0,2.24,haze
494,The Pas,CA,53.83,-101.25,44.6,48,90,21.92,overcast clouds
495,Adet,ET,11.26,37.49,56.23,77,74,1.7,broken clouds
496,Coihaique,CL,-45.58,-72.07,50.0,76,90,5.82,overcast clouds
497,Khasan,RU,42.43,130.64,44.65,59,0,4.74,clear sky
498,Archidona,ES,37.1,-4.39,63.0,84,0,1.99,clear sky
499,Tazovskiy,RU,67.47,78.7,31.48,97,100,11.32,overcast clouds
500,Baglung,NP,28.27,83.59,65.77,65,64,3.13,broken clouds
501,Srednekolymsk,RU,67.45,153.68,27.27,84,56,6.82,broken clouds
502,Ostersund,SE,63.18,14.64,37.4,93,52,3.36,broken clouds
503,Manavalakurichi,IN,8.13,77.3,78.8,94,75,4.7,moderate rain
504,Calama,CL,-22.47,-68.93,73.4,9,17,28.86,few clouds
505,Jiazi,CN,22.88,116.07,74.88,80,98,29.08,light rain
506,Kushima,JP,31.46,131.23,66.2,82,20,4.7,few clouds
507,Giyon,ET,8.53,37.98,54.45,66,2,5.57,clear sky
508,Hvolsvollur,IS,63.75,-20.22,36.0,96,0,1.63,clear sky
509,Takoradi,GH,4.88,-1.76,76.06,89,1,7.7,clear sky
510,Padang,ID,-0.95,100.35,79.03,74,100,3.47,overcast clouds
511,Saint Paul,US,44.94,-93.09,64.99,31,1,14.99,clear sky
512,Iqaluit,CA,63.75,-68.51,24.8,85,40,12.75,scattered clouds
513,Mendi,PG,-6.18,143.65,68.05,62,89,1.48,overcast clouds
514,Finschhafen,PG,-6.6,147.87,84.34,63,88,9.89,overcast clouds
515,Richards Bay,ZA,-28.78,32.04,64.02,76,7,14.94,clear sky
516,Sonamukhi,IN,23.3,87.42,76.75,91,92,3.22,light rain
517,Baoma,CN,31.49,106.11,59.13,94,100,4.65,overcast clouds
518,Porterville,US,36.07,-119.02,84.2,37,1,5.82,clear sky
519,Strelka,RU,58.07,93.03,33.44,95,100,5.99,overcast clouds
520,Montana,BG,43.41,23.23,64.0,10,79,2.1,light rain
521,Burns Lake,CA,54.23,-125.75,47.62,52,2,7.4,clear sky
522,Kentau,KZ,43.52,68.51,50.34,40,0,9.93,clear sky
523,Matagami,CA,49.75,-77.63,51.8,67,1,12.75,clear sky
524,Poroshkovo,UA,48.67,22.75,46.0,95,94,10.0,overcast clouds
525,Batagay-Alyta,RU,67.8,130.41,13.42,86,90,3.22,overcast clouds
526,Baculin,PH,7.45,126.58,81.99,75,98,3.2,light rain
527,Saquarema,BR,-22.92,-42.51,73.4,73,75,19.46,broken clouds
528,La Primavera,CO,5.49,-70.41,78.69,81,87,1.66,light rain
529,Birjand,IR,32.87,59.22,44.6,26,0,6.93,clear sky
530,Kidal,ML,18.44,1.41,89.06,20,14,15.79,few clouds
531,Mutsu,JP,41.29,141.22,63.0,77,20,10.29,few clouds
532,Buala,SB,-8.14,159.59,85.32,72,96,8.9,moderate rain
533,Lakes Entrance,AU,-37.88,147.98,64.0,80,51,1.99,broken clouds
534,Mwinilunga,ZM,-11.74,24.43,64.06,83,100,1.86,light rain
535,Fort Nelson,CA,58.81,-122.7,41.0,80,90,4.7,overcast clouds
536,Grindavik,IS,63.84,-22.43,41.0,100,75,3.36,broken clouds
537,Rasipuram,IN,11.47,78.17,74.71,85,100,4.12,light rain
538,Pechora,RU,65.15,57.22,43.57,94,100,8.93,light rain
539,Prince Rupert,CA,54.32,-130.32,50.0,81,20,10.29,few clouds
540,Kangaatsiaq,GL,68.31,-53.46,37.31,82,78,7.11,broken clouds
541,Ambilobe,MG,-13.2,49.05,74.52,79,0,6.02,clear sky
542,Esil,KZ,51.96,66.4,43.48,63,9,4.72,clear sky
543,Bakel,SN,14.9,-12.46,84.78,60,71,8.08,moderate rain
544,Lensk,RU,60.73,114.93,22.68,89,25,9.91,scattered clouds
545,Nowy Targ,PL,49.48,20.03,39.0,100,90,6.93,light rain
546,Thai Nguyen,VN,21.59,105.84,78.8,54,89,6.93,overcast clouds
547,Vallenar,CL,-28.57,-70.76,64.76,55,8,3.18,clear sky
548,Chimbote,PE,-9.09,-78.58,63.25,83,34,7.63,scattered clouds
549,Sawtell,AU,-30.38,153.1,69.8,68,88,3.36,overcast clouds
550,Walvis Bay,NA,-22.96,14.51,55.99,87,0,9.17,clear sky
551,Shemysheyka,RU,52.89,45.39,57.0,39,95,7.09,overcast clouds
552,Pula,HR,44.87,13.85,46.4,75,96,4.7,overcast clouds
553,Gurupa,BR,-1.41,-51.64,80.8,62,75,1.5,broken clouds
554,Guajara,BR,-2.97,-57.67,79.92,69,80,1.19,light rain
555,Bourail,NC,-21.57,165.48,81.46,60,88,5.53,overcast clouds
556,Lipin Bor,RU,60.26,37.98,50.52,94,99,8.86,overcast clouds
557,Rantepao,ID,-2.97,119.9,70.05,76,75,1.07,broken clouds
558,Manta,EC,-0.95,-80.73,82.4,58,65,11.41,broken clouds
559,Sao Felix Do Xingu,BR,-6.64,-51.99,79.38,63,84,2.01,broken clouds
560,Blackwater,AU,-23.58,148.88,74.28,46,62,12.46,broken clouds
561,Calamar,CO,10.25,-74.91,86.0,79,40,6.93,scattered clouds
562,Raudeberg,NO,61.99,5.14,46.99,77,6,20.04,clear sky
563,Ust-Omchug,RU,61.15,149.63,33.44,93,100,5.06,overcast clouds
564,Nagato,JP,34.38,131.2,66.2,87,75,3.36,broken clouds
565,Podporozhye,RU,60.91,34.17,45.5,96,100,4.21,overcast clouds
566,Vanderhoof,CA,54.02,-124.02,49.06,50,0,7.72,clear sky
567,Korgen,NO,66.08,13.82,39.0,92,58,2.19,broken clouds
568,Torquay,GB,50.46,-3.51,50.0,9,24,12.48,few clouds
569,Lumberton,US,34.62,-79.01,75.2,88,75,3.74,broken clouds
570,Naze,JP,28.37,129.48,75.2,73,20,6.93,few clouds
571,Porosozero,RU,62.72,32.73,41.74,95,100,3.74,overcast clouds
572,Sioux Lookout,CA,50.1,-91.92,48.2,66,75,4.7,broken clouds
573,Tiarei,PF,-17.53,-149.33,78.8,65,75,23.04,shower rain
574,Sebeta,ET,8.92,38.62,59.0,72,20,11.41,few clouds
575,Mishan,CN,45.55,131.88,39.33,69,35,3.31,scattered clouds
576,Khuzdar,PK,27.74,66.64,53.91,29,0,6.89,clear sky
577,Mponela,MW,-13.53,33.74,66.16,82,25,8.52,light rain
578,Porto Novo,BJ,6.5,2.6,80.6,88,40,6.93,scattered clouds
579,Monduli,TZ,-3.3,36.45,69.8,52,12,11.41,few clouds
580,Sistranda,NO,63.73,8.83,44.6,81,75,1.12,broken clouds
581,Rocha,UY,-34.48,-54.33,51.6,94,36,9.86,scattered clouds
582,Klyuchi,RU,52.27,79.17,48.47,90,100,12.95,light rain
583,Araceli,PH,10.55,119.99,83.57,73,100,5.01,overcast clouds
584,Tias,ES,28.96,-13.64,77.0,57,14,10.29,few clouds
585,Atherton,GB,53.52,-2.49,50.0,78,35,8.25,scattered clouds
586,Lososina,RU,49.0,140.31,45.66,57,0,14.36,clear sky
587,Barcelos,PT,41.54,-8.62,60.01,100,20,8.05,few clouds
588,Isla Aguada,MX,18.78,-91.47,86.0,79,5,11.41,clear sky
589,Zolotukhino,RU,52.08,36.38,52.81,89,22,3.94,few clouds
590,Niquero,CU,20.04,-77.58,81.34,77,98,3.65,overcast clouds
591,Altus,US,34.64,-99.33,78.8,14,1,4.7,clear sky
592,Dali,CN,25.7,100.18,58.41,85,78,2.33,broken clouds
593,Berdychiv,UA,49.9,28.6,56.66,82,100,10.07,overcast clouds
594,Teguldet,RU,57.31,88.17,36.39,98,100,3.33,light rain
595,Ambovombe,MG,-25.17,46.08,67.59,88,97,10.76,overcast clouds
596,Skibbereen,IE,51.55,-9.27,46.4,87,75,10.29,broken clouds
597,Shimoda,JP,34.67,138.95,68.0,93,0,3.89,clear sky
598,Lexington,US,37.99,-84.48,73.99,69,20,11.41,few clouds
599,Great Falls,US,47.5,-111.3,53.6,50,20,26.4,few clouds
600,Walla Walla,US,46.06,-118.34,66.99,36,1,18.34,clear sky
601,Khani,GE,41.96,42.96,71.6,46,0,25.28,clear sky
602,Mugur-Aksy,RU,50.35,90.5,26.01,89,100,3.87,overcast clouds
603,Le Port,RE,-20.94,55.29,75.2,64,90,11.41,overcast clouds
604,High Prairie,CA,55.43,-116.49,42.06,69,96,16.17,overcast clouds
605,Chulym,RU,55.1,80.96,41.11,94,44,10.65,scattered clouds
606,Licata,IT,37.11,13.95,53.6,93,26,4.7,scattered clouds
607,Telhara,IN,21.03,76.84,76.86,82,67,3.15,broken clouds
608,Kalnciems,LV,56.8,23.61,46.4,93,20,5.82,few clouds
609,Iquitos,PE,-3.75,-73.25,91.4,63,40,2.24,scattered clouds
610,Queanbeyan,AU,-35.35,149.23,62.01,67,4,3.11,clear sky
611,Pangai,TO,-19.8,-174.35,77.0,73,40,20.8,scattered clouds
612,Saint-Pierre,RE,-21.34,55.48,73.4,69,90,4.7,overcast clouds
613,Viedma,AR,-40.81,-63.0,64.99,49,0,6.78,clear sky
614,Jining,CN,35.41,116.58,60.01,65,100,4.18,light rain
615,Stephenville,US,32.22,-98.2,78.8,29,1,10.29,clear sky
616,Quelimane,MZ,-17.88,36.89,73.4,94,75,3.36,broken clouds
617,Bayeux,BR,-7.12,-34.93,77.0,83,40,8.05,scattered clouds
618,Falmouth,GB,50.15,-5.07,53.6,81,40,11.41,scattered clouds
619,Saint-Georges,GD,12.06,-61.75,80.6,78,40,8.05,scattered clouds
620,Churapcha,RU,62.0,132.43,26.13,95,98,14.97,overcast clouds
621,Urubicha,BO,-15.38,-62.95,86.95,39,78,2.86,broken clouds
622,San Patricio,US,28.02,-97.52,90.0,59,20,13.87,few clouds
623,Paamiut,GL,61.99,-49.67,37.98,93,100,10.22,light rain
624,Pochutla,MX,15.74,-96.47,90.0,62,20,4.34,few clouds
625,Imbituba,BR,-28.24,-48.67,69.8,73,0,19.46,clear sky
626,Nizwa,OM,22.93,57.53,74.43,24,6,7.99,clear sky
627,Ust-Ilimsk,RU,58.0,102.66,19.74,92,32,3.38,scattered clouds
628,Caravelas,BR,-17.71,-39.25,73.54,87,77,8.43,broken clouds
629,Pavlodar,KZ,52.3,76.95,48.2,81,93,8.95,overcast clouds
630,Manokwari,ID,-0.87,134.08,83.7,70,82,5.41,broken clouds
631,Brae,GB,60.4,-1.35,48.2,81,93,17.22,overcast clouds
632,San Policarpo,PH,12.18,125.51,82.45,83,99,6.82,light rain
633,Coahuayana,MX,18.73,-103.68,78.8,78,75,2.08,broken clouds
634,Pauini,BR,-7.71,-66.98,82.67,61,55,1.61,light rain
635,Roald,NO,62.58,6.13,44.6,81,15,11.41,few clouds
636,Prieta,HN,15.58,-86.18,79.57,87,71,2.01,broken clouds
637,Kandalaksha,RU,67.16,32.41,43.05,89,100,5.64,overcast clouds
638,Balaipungut,ID,1.05,101.28,73.4,94,20,2.17,few clouds
639,Jacareacanga,BR,-6.22,-57.75,79.81,72,93,0.85,light rain
640,Evensk,RU,61.95,159.23,38.34,76,80,3.53,broken clouds
641,Shimanovsk,RU,52.0,127.7,29.07,89,90,9.17,overcast clouds
642,Aykhal,RU,66.0,111.5,12.2,92,52,4.47,broken clouds
643,La Ligua,CL,-32.45,-71.23,55.4,87,20,8.05,haze
644,Le Havre,FR,49.49,0.11,50.0,93,90,10.29,light intensity drizzle
645,Colquechaca,BO,-18.67,-66.02,39.04,90,91,6.89,light rain
646,Ukiah,US,39.15,-123.21,87.8,23,1,8.05,clear sky
647,Silvan,TR,38.14,41.01,53.6,46,0,4.7,clear sky
648,Oyem,GA,1.6,11.58,67.41,99,96,3.36,overcast clouds
649,Opatija,HR,45.34,14.31,53.6,50,40,9.17,scattered clouds
650,Si Sa Ket,TH,14.83,104.33,75.0,98,100,4.9,overcast clouds
651,Puerto Escondido,MX,15.85,-97.07,89.6,62,40,3.36,scattered clouds
652,Pokhara,NP,28.23,83.98,68.79,57,17,2.89,few clouds
653,Pali,IN,25.77,73.33,78.69,21,0,6.26,clear sky
654,Longkou,CN,37.65,120.33,58.71,58,98,7.16,overcast clouds
655,Seymchan,RU,62.88,152.43,36.19,75,100,2.89,overcast clouds
656,Yagodnoye,RU,62.55,149.67,34.81,85,100,3.65,overcast clouds
657,Molepolole,BW,-24.41,25.5,57.2,100,0,6.93,clear sky
658,Saint-Joseph,RE,-21.37,55.62,73.4,69,90,4.7,overcast clouds
659,Tura,IN,25.52,90.22,72.72,90,1,3.31,clear sky
660,Twante,MM,16.72,95.93,77.0,94,40,2.24,scattered clouds
661,Mananara,MG,-16.17,49.77,72.95,89,29,2.98,light rain
662,Sydney,AU,-33.87,151.21,73.0,64,0,9.17,clear sky
663,Roma,US,43.21,-75.46,55.4,50,90,18.34,overcast clouds
664,Pacific Grove,US,36.62,-121.92,84.99,53,1,4.7,clear sky
665,Takaka,NZ,-40.85,172.8,61.0,82,7,8.99,clear sky
666,Dabakala,CI,8.37,-4.43,73.26,94,1,4.14,light rain
667,Pasni,PK,25.26,63.47,73.0,33,0,32.37,clear sky
668,Scottsbluff,US,41.87,-103.67,69.8,18,1,21.92,clear sky
669,Constitucion,CL,-35.33,-72.42,57.4,70,0,14.29,clear sky
670,Aleksandrovsk-Sakhalinskiy,RU,50.9,142.16,47.12,65,99,9.8,overcast clouds
671,Tongren,CN,27.72,109.19,62.33,81,88,3.76,overcast clouds
672,Sirsi,IN,14.62,74.85,69.39,100,100,2.39,light rain
673,Tambopata,PE,-12.73,-69.18,88.52,35,55,1.28,broken clouds
674,Half Moon Bay,US,37.46,-122.43,82.4,49,1,17.22,clear sky
675,Shieli,KZ,44.17,66.75,50.14,42,0,7.74,clear sky
676,La Palma,US,33.85,-118.05,98.6,23,1,6.93,clear sky
677,Odlabari,IN,26.83,88.62,73.4,94,20,1.12,few clouds
678,Igarka,RU,67.47,86.58,25.63,98,100,17.4,light snow
679,Comodoro Rivadavia,AR,-45.87,-67.5,69.8,32,25,33.33,scattered clouds
680,Palanga,LT,55.92,21.07,46.4,93,100,8.05,overcast clouds
681,Terrace Bay,CA,48.78,-87.1,55.4,93,90,16.11,moderate rain
682,Earlston,GB,55.64,-2.67,43.0,92,17,7.63,few clouds
683,Dubbo,AU,-32.25,148.62,64.4,63,0,6.93,clear sky
684,Palmer,US,42.16,-72.33,53.6,66,90,8.05,overcast clouds
685,Peace River,CA,56.25,-117.29,41.0,80,90,24.16,light rain
686,Pimentel,PE,-6.84,-79.93,66.2,77,59,20.8,broken clouds
687,Vilhena,BR,-12.74,-60.15,73.69,73,79,3.31,broken clouds
688,Letka,RU,59.6,49.42,44.78,77,100,5.44,light rain
689,Tutoia,BR,-2.76,-42.27,79.72,78,4,13.53,clear sky
690,Esso,RU,55.93,158.7,39.18,60,100,1.68,overcast clouds
691,Sechura,PE,-5.56,-80.82,70.57,68,13,14.34,few clouds
692,Luderitz,NA,-26.65,15.16,63.05,48,2,15.23,clear sky
693,La Rioja,ES,42.25,-2.5,57.0,76,90,5.01,overcast clouds
694,Escuinapa,MX,22.85,-105.8,89.6,70,90,8.05,overcast clouds
695,Geilo,NO,60.53,8.21,28.99,95,2,1.45,clear sky
696,Nalgonda,IN,17.05,79.27,72.66,96,100,10.96,moderate rain
697,Iquique,CL,-20.22,-70.14,64.4,72,90,8.05,overcast clouds
698,Buraydah,SA,26.33,43.98,64.4,31,0,1.9,clear sky
699,Hilton Head Island,US,32.22,-80.75,80.01,74,90,4.7,overcast clouds
700,Vao,NC,-22.67,167.48,73.4,87,100,16.8,light rain
701,Vanersborg,SE,58.38,12.32,39.2,100,3,1.19,fog
702,Mandalgovi,MN,45.76,106.27,16.11,75,59,0.87,broken clouds
703,Orlik,RU,52.52,99.83,16.25,83,77,2.84,broken clouds
704,Bafq,IR,31.61,55.41,42.85,43,0,1.1,clear sky
705,Krupanj,RS,44.37,19.36,42.8,100,90,4.7,light rain
706,Ko Samui,TH,9.54,99.94,80.89,82,100,15.26,light rain
707,Hammerfest,NO,70.66,23.68,37.4,86,75,16.11,shower rain
708,Okhotsk,RU,59.38,143.3,48.18,93,100,11.03,light rain
709,Nerchinskiy Zavod,RU,51.31,119.61,21.9,85,61,4.92,broken clouds
710,Xiuyan,CN,40.29,123.27,45.36,57,0,2.42,clear sky
711,Baijiantan,CN,45.63,85.18,48.07,53,66,8.86,broken clouds
712,Watertown,US,42.37,-71.18,55.0,71,90,10.29,overcast clouds
713,Touros,BR,-5.2,-35.46,77.0,78,20,6.93,few clouds
714,Monchegorsk,RU,67.94,32.87,40.84,89,100,9.73,overcast clouds
715,Wewak,PG,-3.55,143.63,82.02,81,99,5.82,overcast clouds
716,Venafro,IT,41.48,14.05,55.0,80,1,1.01,clear sky
717,Farah,AF,32.5,62.5,35.62,79,0,2.93,clear sky
718,Sakakah,SA,29.97,40.21,73.4,15,0,9.17,clear sky
719,Kanniyakumari,IN,8.08,77.57,79.27,81,98,23.49,light rain
720,Fukue,JP,32.69,128.84,68.99,70,0,17.25,clear sky
721,Ust-Tsilma,RU,65.44,52.15,43.47,96,100,3.58,overcast clouds
722,Ixtapa,MX,20.7,-105.2,86.0,74,90,8.05,overcast clouds
723,Shingu,JP,33.73,135.98,69.49,76,0,3.89,clear sky
